"id","reviewtext"
"4639","got use go pro cheaper getting regular sd ultra card class 10 read write speed isn quite good regular sd ultra card class 10 gets job done shipped fast great price exactly described"
"4640","great micro card wife moto defy xt lot breathing room install apps take pics vids"
"4641","data speeds kinda slow enjoying card thinking buying 64gb nice buy"
"4642","purchased increase storage tablet plugged worked immediately affordable tech expert seems no problem saving large video clips playing back 1 cheaper seemed better reviews went one half cost cheapest one could find big box store"
"4643","loaded mp3 collection no time use phone came sd adapter small packaging almost nothing throw away card worked great phone far no lag video audio good deal 30usd"
"4644","others found cards last mine died less 2 months lost several photos backed yet warranty replacement died within 3 months go another brand ve using kingston far 9 months later still working"
"4645","far no complaints excited price excited size hope files won get erased randomly try update weeks"
"4646","fast holds music larger apps"
"4647","far worked well stores need great feature another nice feature red paint really drop little cards black version often hard find red easy spot glowed dark lol"
"4648","fast saves nikon coolpix s8200 test traveling tablet laptop camera laptop crashed no longer able transfer photos camera laptop via class 10 sd card bought microsd card big box store class 4 class 4 microsd card adapter worked nikon coolpix kept seeing messages wait card finished saving since switching sandisk microsdhc class 10 no wait messages camera"
"4649","works well devices ve tried note 8 hisense pro razr m no complaints great price tons storage"
"4650","excellent secondary storage device one installed mobile phone one tablet greatly enhanced multimedia options phone 4000 songs room tablet 42 full length good quality movies loaded"
"4651","purchased use surface stores quickly easy use really like sandisk makes compatible regular sdxc micro good product"
"4652","m using samsung galaxy s3 16gb unlocked smartphone problem write flies card gets slower slower point ll p o crucial moment say example want access video doc actually get file ve lost faith card buy capacity always remember reliable fast access"
"4653","added space movies games books pictures music also great relive carrier stock s4 space major us carriers supported 16gb version s4"
"4654","plenty market sandisk brand trust great size really good value"
"4655","bought recently acquired gopro 3 stuck no problems would recommend cards looking micro sd electronics need great balance price performance reliability"
